ID,Jugador,Equipo,Posicion,Edad,Partidos,Goles,Asistencias,ValorMercado
2438,Luis Silva,Arsenal,Defensa,25,37,5,7,18518615
2439,Ricardo Hernandez,Liverpool,Mediocampista,20,7,6,0,184310091
2440,Luis Torres,Arsenal,Mediocampista,34,13,5,13,23132067
2441,Javier Torres,Manchester City,Delantero,18,23,26,18,62664374
2442,Diego Diaz,PSG,Mediocampista,40,15,12,12,33185051
2443,Luis Torres,Milan,Mediocampista,18,29,1,24,23579767
2444,Juan Hernandez,Real Madrid,Portero,28,11,0,0,7942728
2445,Carlos Flores,Bayern Munich,Mediocampista,32,21,13,15,54790137
2446,Juan Torres,Juventus,Delantero,39,22,35,14,101028429
2447,Miguel Perez,PSG,Mediocampista,22,30,9,12,183966299
2448,Fernando Flores,Milan,Portero,38,17,0,3,4594293
2449,Ricardo Silva,Chelsea,Portero,21,29,0,3,21913598
2450,Ricardo Lopez,Chelsea,Mediocampista,39,33,13,9,75689999
2451,Miguel Torres,Liverpool,Delantero,33,38,28,6,145209579
2452,Javier Lopez,Barcelona,Mediocampista,30,13,1,11,71984272
2453,Miguel Lopez,Juventus,Delantero,31,6,31,12,42707385
2454,Juan Garcia,Liverpool,Delantero,32,11,12,20,20585072
2455,Ricardo Silva,Manchester City,Portero,29,7,0,3,75447929
2456,Carlos Perez,Arsenal,Mediocampista,21,37,13,13,81217306
2457,Ricardo Flores,Manchester City,Delantero,20,16,38,8,157584775
2458,Luis Ruiz,PSG,Portero,39,38,0,0,16478902
2459,Ricardo Perez,Milan,Portero,33,18,0,0,103778888
2460,Javier Torres,PSG,Portero,32,27,0,1,26210441
2461,Ricardo Ruiz,Real Madrid,Portero,24,25,0,3,5847322
2462,Andres Garcia,Barcelona,Delantero,31,22,14,4,14332343
2463,Fernando Flores,Juventus,Defensa,26,31,2,9,179995080
2464,Andres Hernandez,Bayern Munich,Mediocampista,23,8,7,24,20781198
2465,Javier Ramirez,PSG,Defensa,30,24,0,8,8463070
2466,Juan Silva,Juventus,Portero,20,37,0,2,121272549
2467,Miguel Garcia,Arsenal,Defensa,19,27,4,6,78391150
2468,Diego Torres,Juventus,Defensa,34,9,8,1,136600504
2469,Javier Torres,PSG,Portero,30,14,0,1,114632326
2470,Andres Hernandez,Bayern Munich,Defensa,38,20,8,3,142266898
2471,Carlos Lopez,Liverpool,Mediocampista,35,22,1,12,169806611
2472,Luis Diaz,PSG,Mediocampista,38,14,8,0,38340502
2473,Ricardo Flores,Chelsea,Portero,25,25,0,1,146597695
2474,Luis Ramirez,Real Madrid,Portero,33,21,0,2,25916421
2475,Ricardo Hernandez,Liverpool,Delantero,24,25,27,5,8037899
2476,Diego Flores,PSG,Delantero,26,29,17,5,166287957
2477,Javier Lopez,Bayern Munich,Portero,21,8,0,3,114286712
2478,Luis Hernandez,Barcelona,Portero,24,6,0,0,95998445
2479,Miguel Garcia,Chelsea,Delantero,25,16,18,5,175294439
2480,Andres Flores,Chelsea,Mediocampista,29,26,5,21,9085372
2481,Andres Hernandez,PSG,Portero,34,29,0,2,181278997
2482,Andres Garcia,Milan,Portero,26,25,0,3,174504895
2483,Ricardo Ramirez,Liverpool,Delantero,37,35,39,3,7994516
2484,Juan Ruiz,Barcelona,Defensa,36,17,0,2,31886005
2485,Ricardo Ruiz,Barcelona,Delantero,38,13,6,11,78213032
2486,Luis Lopez,Milan,Portero,40,25,0,1,3954430
2487,Carlos Lopez,Arsenal,Defensa,34,18,7,8,146390047
2488,Miguel Diaz,Milan,Defensa,20,28,5,1,36098439
2489,Eduardo Ruiz,Juventus,Mediocampista,23,19,12,25,164783475
2490,Diego Torres,Milan,Mediocampista,30,10,4,8,60652783
2491,Andres Silva,Real Madrid,Defensa,21,21,7,4,114869594
2492,Fernando Silva,Manchester City,Delantero,24,30,11,20,31613674
2493,Javier Lopez,PSG,Mediocampista,25,14,3,10,12040156
2494,Miguel Diaz,Barcelona,Defensa,22,27,4,5,18224606
2495,Andres Silva,Chelsea,Defensa,37,8,0,0,113855884
2496,Juan Ramirez,PSG,Defensa,29,26,1,8,119088314
2497,Eduardo Silva,PSG,Defensa,29,15,6,7,128309273
2498,Carlos Torres,Juventus,Delantero,32,19,20,5,108915968
2499,Luis Perez,Barcelona,Mediocampista,23,37,13,20,126782504
2500,Eduardo Ruiz,PSG,Delantero,19,17,37,16,7483503
2501,Eduardo Silva,Bayern Munich,Mediocampista,24,21,13,3,125658863
2502,Luis Ruiz,Chelsea,Delantero,39,30,5,9,53837341
2503,Andres Flores,Chelsea,Delantero,20,14,38,9,59237915
2504,Ricardo Flores,PSG,Portero,35,37,0,1,24208246
2505,Diego Silva,Bayern Munich,Defensa,24,26,8,10,98012521
2506,Javier Diaz,Manchester City,Portero,27,23,0,3,88525736
2507,Diego Perez,Milan,Defensa,24,19,1,10,159612422
2508,Juan Silva,Chelsea,Portero,19,19,0,3,29606013
2509,Carlos Lopez,Milan,Portero,20,5,0,1,94553865
2510,Ricardo Ruiz,Juventus,Mediocampista,25,16,11,13,150662155
2511,Juan Lopez,Barcelona,Delantero,34,30,29,6,40125920
2512,Diego Silva,Liverpool,Portero,25,37,0,3,164604334
2513,Fernando Lopez,Juventus,Defensa,26,8,4,9,16174434
2514,Fernando Perez,Arsenal,Defensa,22,31,8,2,157998117
2515,Ricardo Ramirez,Milan,Portero,38,22,0,2,89144544
2516,Carlos Garcia,Manchester City,Portero,25,17,0,0,25290515
2517,Juan Perez,PSG,Delantero,29,34,11,10,22225090
2518,Javier Perez,Arsenal,Defensa,39,21,1,4,43656015
2519,Fernando Lopez,Manchester City,Defensa,39,6,5,6,12162696
2520,Miguel Flores,Arsenal,Defensa,18,17,4,10,94505414
2521,Carlos Diaz,Real Madrid,Mediocampista,19,14,12,5,188869166
2522,Luis Ramirez,Arsenal,Mediocampista,32,19,4,2,166490794
2523,Carlos Diaz,Manchester City,Delantero,35,36,39,11,32128429
2524,Carlos Lopez,Real Madrid,Delantero,19,9,23,14,192543013
2525,Juan Diaz,Barcelona,Mediocampista,29,12,12,23,183432450
2526,Ricardo Hernandez,Chelsea,Defensa,29,25,1,10,37210446
2527,Miguel Silva,Real Madrid,Portero,34,24,0,1,109364254
2528,Diego Ruiz,PSG,Mediocampista,21,21,5,4,181852935
2529,Andres Perez,PSG,Defensa,22,31,7,7,69415850
2530,Juan Silva,Chelsea,Mediocampista,19,31,2,7,7873297
2531,Andres Lopez,Juventus,Defensa,23,15,0,4,193122303
2532,Diego Diaz,Barcelona,Defensa,29,20,2,3,104198852
2533,Juan Ruiz,Barcelona,Portero,29,7,0,1,102290442
2534,Juan Torres,PSG,Portero,35,38,0,1,172059961
2535,Carlos Silva,Milan,Delantero,33,34,35,1,43514933
2536,Fernando Ruiz,Barcelona,Delantero,34,29,5,4,165134650
2537,Fernando Torres,Bayern Munich,Delantero,31,28,4,3,1814087
2538,Ricardo Ramirez,Arsenal,Defensa,24,33,0,4,96624306
2539,Andres Lopez,Liverpool,Mediocampista,25,21,2,15,163806098
2540,Ricardo Flores,Arsenal,Mediocampista,40,14,2,0,160320955
2541,Andres Hernandez,Juventus,Portero,29,22,0,2,112796688
2542,Diego Lopez,Bayern Munich,Portero,38,9,0,2,158929256
2543,Carlos Hernandez,PSG,Defensa,18,38,0,8,135847979
2544,Juan Hernandez,PSG,Portero,34,6,0,0,106515745
2545,Eduardo Ramirez,Bayern Munich,Defensa,34,8,7,0,161056050
2546,Miguel Perez,Real Madrid,Delantero,23,23,27,6,181304795
2547,Carlos Silva,Real Madrid,Delantero,19,7,35,3,192202428
2548,Fernando Flores,Milan,Mediocampista,19,26,14,18,85485806
2549,Ricardo Garcia,Barcelona,Defensa,19,32,2,5,90167628
2550,Juan Torres,Real Madrid,Portero,18,26,0,2,156235963
2551,Eduardo Torres,Arsenal,Mediocampista,29,30,10,24,66572264
2552,Javier Diaz,Milan,Defensa,28,9,5,5,152098918
2553,Ricardo Garcia,Barcelona,Defensa,29,31,1,4,107387019
2554,Luis Flores,Chelsea,Mediocampista,34,34,6,9,13227069
2555,Diego Lopez,PSG,Mediocampista,38,9,6,1,124873901
2556,Eduardo Flores,Bayern Munich,Defensa,25,21,2,1,78976507
2557,Ricardo Silva,Barcelona,Mediocampista,33,17,15,16,35827647
2558,Carlos Lopez,Barcelona,Delantero,26,14,31,14,41340047
2559,Juan Silva,Real Madrid,Defensa,32,12,8,10,86460897
2560,Andres Garcia,Real Madrid,Defensa,26,26,5,2,139892684
2561,Andres Torres,Bayern Munich,Portero,29,6,0,0,3065540
2562,Andres Garcia,Chelsea,Delantero,40,23,11,14,57571430
2563,Ricardo Ramirez,Chelsea,Portero,27,5,0,0,88801999
2564,Luis Ramirez,Liverpool,Mediocampista,33,15,6,5,72672923
2565,Miguel Ruiz,Chelsea,Defensa,39,13,5,1,160393484
2566,Carlos Garcia,Milan,Mediocampista,33,15,3,2,136070762
2567,Carlos Ramirez,Real Madrid,Delantero,37,25,19,11,5850866
2568,Diego Ruiz,Bayern Munich,Mediocampista,20,13,7,12,70154064
2569,Fernando Torres,Arsenal,Mediocampista,30,35,3,12,35051643
2570,Eduardo Lopez,Barcelona,Defensa,18,36,6,8,98923674
2571,Carlos Torres,Bayern Munich,Mediocampista,29,29,3,9,162316518
2572,Eduardo Ruiz,Milan,Portero,29,33,0,1,44409546
2573,Miguel Perez,PSG,Mediocampista,21,13,13,10,27138000
2574,Eduardo Hernandez,Barcelona,Portero,18,22,0,1,188865974
2575,Ricardo Perez,Juventus,Portero,30,37,0,2,165620025
2576,Diego Hernandez,PSG,Portero,30,34,0,0,157939545
2577,Eduardo Hernandez,Juventus,Delantero,34,19,31,3,192520744
2578,Javier Garcia,Arsenal,Delantero,32,22,22,1,142629111
2579,Andres Diaz,Milan,Portero,26,37,0,2,10749370
2580,Eduardo Lopez,Barcelona,Delantero,40,38,38,7,169246878
2581,Javier Diaz,Liverpool,Delantero,39,13,11,11,62762793
2582,Javier Hernandez,Liverpool,Delantero,35,20,26,12,51611356
2583,Luis Ruiz,Barcelona,Mediocampista,21,6,8,17,87868274
2584,Miguel Flores,Barcelona,Portero,31,23,0,1,141405468
2585,Eduardo Ruiz,Bayern Munich,Delantero,26,18,4,9,100076664
2586,Luis Ruiz,Arsenal,Portero,24,26,0,3,6504713
2587,Luis Ruiz,Real Madrid,Defensa,35,22,0,5,169166046
2588,Carlos Ruiz,PSG,Mediocampista,40,8,11,4,132762421
2589,Javier Hernandez,Chelsea,Mediocampista,35,12,3,19,161088555
2590,Juan Ramirez,Manchester City,Mediocampista,32,38,10,20,75277861
2591,Javier Diaz,Liverpool,Mediocampista,33,29,15,8,153730534
2592,Eduardo Silva,Milan,Delantero,32,36,0,13,124498253
2593,Fernando Torres,Real Madrid,Mediocampista,20,34,14,17,185950328
2594,Carlos Diaz,Liverpool,Delantero,20,36,16,16,107191906
2595,Juan Silva,Liverpool,Mediocampista,31,22,14,4,181387209
2596,Ricardo Diaz,Liverpool,Portero,38,18,0,2,127459668
2597,Eduardo Hernandez,PSG,Portero,21,33,0,3,9235109
2598,Fernando Hernandez,Juventus,Mediocampista,33,8,13,8,87196136
2599,Eduardo Garcia,Manchester City,Defensa,29,30,4,3,9820631
2600,Andres Torres,Juventus,Delantero,28,18,5,5,196498181
2601,Luis Ruiz,Bayern Munich,Mediocampista,29,19,14,13,53435880
2602,Carlos Torres,Bayern Munich,Mediocampista,19,10,9,7,7656673
2603,Javier Ruiz,Barcelona,Portero,29,5,0,2,91830574
2604,Luis Torres,Arsenal,Delantero,22,13,28,5,181199987
2605,Ricardo Garcia,Milan,Delantero,19,11,23,8,120588172
2606,Miguel Silva,Juventus,Delantero,40,31,10,3,85078862
2607,Javier Ramirez,Bayern Munich,Defensa,19,11,8,5,121651756
2608,Javier Hernandez,Milan,Mediocampista,34,21,7,1,98527308
2609,Diego Ramirez,Bayern Munich,Mediocampista,32,30,9,5,87004696
2610,Luis Ramirez,Liverpool,Portero,33,26,0,1,170414148
2611,Miguel Garcia,PSG,Mediocampista,23,34,1,15,186198397
2612,Miguel Flores,Arsenal,Mediocampista,37,10,8,19,106392482
2613,Ricardo Ruiz,Manchester City,Mediocampista,21,13,7,21,25815391
2614,Eduardo Flores,Milan,Delantero,33,23,31,4,22598285
2615,Diego Hernandez,Chelsea,Delantero,31,5,5,3,76650276
2616,Eduardo Ramirez,Bayern Munich,Portero,35,36,0,2,110076664
2617,Diego Diaz,Arsenal,Mediocampista,37,25,0,2,124869009
2618,Andres Hernandez,Juventus,Portero,30,6,0,0,71916079
2619,Luis Silva,Real Madrid,Portero,38,18,0,1,199759259
2620,Diego Ruiz,Arsenal,Defensa,27,14,6,6,29215236
2621,Javier Hernandez,Liverpool,Portero,24,29,0,2,64527019
2622,Carlos Diaz,Arsenal,Defensa,18,27,3,5,33507898
2623,Javier Lopez,Milan,Mediocampista,37,11,12,3,37515069
2624,Juan Diaz,Manchester City,Delantero,35,7,36,2,47120557
2625,Andres Perez,Chelsea,Defensa,26,15,3,8,87859348
2626,Fernando Hernandez,Juventus,Mediocampista,26,24,5,24,2151212
2627,Ricardo Lopez,Liverpool,Mediocampista,39,11,10,16,100376349
2628,Luis Torres,Liverpool,Portero,35,33,0,2,102672968
2629,Ricardo Perez,PSG,Delantero,37,23,38,18,156507216
2630,Eduardo Perez,Arsenal,Defensa,21,21,7,2,43748274
2631,Ricardo Ramirez,Manchester City,Delantero,25,10,20,16,169313252
2632,Eduardo Ruiz,Barcelona,Mediocampista,31,26,5,21,7307397
2633,Fernando Silva,Arsenal,Portero,39,25,0,1,194187842
2634,Eduardo Perez,Bayern Munich,Mediocampista,35,24,14,12,119220055
2635,Javier Ramirez,PSG,Delantero,21,17,17,1,80346234
2636,Ricardo Silva,Real Madrid,Defensa,30,21,5,2,80998257
2637,Luis Garcia,Bayern Munich,Mediocampista,32,29,13,8,71386939
2638,Eduardo Perez,Bayern Munich,Portero,32,34,0,0,157771193
2639,Miguel Silva,Real Madrid,Portero,39,5,0,2,88164446
2640,Luis Perez,Chelsea,Delantero,33,20,24,14,129963427
2641,Andres Hernandez,Bayern Munich,Defensa,29,21,6,7,118833258
2642,Diego Garcia,Juventus,Delantero,35,6,15,8,173130313
2643,Luis Perez,Arsenal,Delantero,40,33,22,18,156026945
2644,Luis Flores,Real Madrid,Mediocampista,19,7,5,16,99472746
2645,Javier Garcia,Real Madrid,Delantero,37,19,5,2,55491348
2646,Eduardo Diaz,Real Madrid,Delantero,19,26,18,9,1945832
2647,Andres Garcia,Chelsea,Delantero,19,10,11,19,15330788
2648,Luis Perez,Chelsea,Defensa,36,18,8,3,87112155
2649,Andres Perez,Arsenal,Portero,39,25,0,3,185896227
2650,Luis Silva,Liverpool,Portero,19,12,0,0,116827780
2651,Ricardo Flores,Arsenal,Defensa,24,21,5,8,59852786
2652,Diego Hernandez,Real Madrid,Portero,36,14,0,2,18346392
2653,Diego Diaz,PSG,Portero,20,31,0,1,188804058
2654,Andres Hernandez,Milan,Portero,24,25,0,0,97117460
2655,Andres Ramirez,Manchester City,Delantero,22,17,20,1,149370498
2656,Juan Garcia,Barcelona,Defensa,33,36,0,9,117216169
2657,Miguel Torres,PSG,Delantero,40,31,23,16,78924093
2658,Eduardo Perez,Chelsea,Delantero,39,17,18,17,47952686
2659,Luis Garcia,Barcelona,Defensa,31,8,6,0,112256302
2660,Andres Garcia,Barcelona,Mediocampista,31,26,14,22,114346770
2661,Andres Garcia,PSG,Defensa,39,16,1,1,166785990
2662,Andres Ramirez,Juventus,Defensa,34,38,3,3,113297377
2663,Ricardo Perez,Real Madrid,Defensa,30,27,8,2,36574813
2664,Carlos Lopez,Juventus,Portero,25,27,0,1,198331794
2665,Carlos Silva,Manchester City,Portero,23,26,0,0,109692374
2666,Fernando Lopez,Bayern Munich,Mediocampista,22,21,4,19,117100558
2667,Andres Perez,Chelsea,Defensa,23,19,0,8,179471741
2668,Ricardo Silva,PSG,Mediocampista,26,13,11,25,68220086
2669,Ricardo Ramirez,PSG,Portero,32,20,0,3,69592410
2670,Juan Silva,Juventus,Portero,26,27,0,1,1921922
2671,Juan Ramirez,Bayern Munich,Mediocampista,19,7,13,18,95821833
2672,Luis Perez,Real Madrid,Delantero,38,21,30,9,169883949
2673,Eduardo Hernandez,PSG,Portero,28,11,0,0,162893447
2674,Eduardo Torres,Barcelona,Defensa,37,36,6,8,150067247
2675,Ricardo Ramirez,Arsenal,Mediocampista,36,38,3,20,143442702
2676,Eduardo Perez,Barcelona,Delantero,31,20,19,0,118390082
2677,Diego Lopez,Bayern Munich,Delantero,19,29,17,9,18540249
2678,Miguel Silva,Real Madrid,Mediocampista,18,11,12,5,147291878
2679,Eduardo Ramirez,Juventus,Delantero,34,28,1,19,55683967
2680,Fernando Torres,Milan,Mediocampista,36,11,8,14,94549328
2681,Fernando Perez,Manchester City,Delantero,23,19,8,10,32671156
2682,Fernando Garcia,PSG,Defensa,25,32,8,1,80851254
2683,Fernando Diaz,Barcelona,Mediocampista,33,16,12,7,107293689
2684,Javier Hernandez,Bayern Munich,Defensa,38,12,0,5,97920356
2685,Javier Ruiz,Chelsea,Delantero,27,30,7,7,42501658
2686,Ricardo Lopez,Arsenal,Portero,19,12,0,3,66546485
2687,Carlos Lopez,Chelsea,Delantero,31,18,25,11,193627939
2688,Javier Ruiz,Real Madrid,Defensa,40,26,3,3,144522097
2689,Eduardo Flores,Manchester City,Delantero,29,6,13,2,77383208
2690,Juan Torres,Chelsea,Defensa,22,23,1,2,139718208
2691,Juan Ramirez,PSG,Delantero,26,12,22,16,157788750
2692,Eduardo Lopez,Arsenal,Delantero,37,14,17,17,190061493
2693,Andres Diaz,PSG,Portero,31,8,0,2,184844519
2694,Andres Ramirez,Real Madrid,Portero,30,29,0,1,41907722
2695,Eduardo Hernandez,PSG,Portero,24,38,0,3,190493655
2696,Andres Perez,Chelsea,Defensa,33,21,1,5,114515468
2697,Luis Ruiz,Chelsea,Mediocampista,19,8,14,3,177021085
2698,Javier Silva,PSG,Mediocampista,31,18,2,14,132595094
2699,Ricardo Ramirez,PSG,Mediocampista,38,11,0,2,82662993
2700,Luis Silva,PSG,Delantero,22,17,4,3,24470058
2701,Carlos Perez,Milan,Defensa,24,31,2,6,191698444
2702,Miguel Lopez,Bayern Munich,Portero,21,25,0,3,195692101
2703,Juan Diaz,Milan,Portero,22,11,0,1,159334100
2704,Javier Garcia,Chelsea,Defensa,23,20,8,0,196941535
2705,Diego Hernandez,Arsenal,Mediocampista,31,29,14,10,64127224
2706,Fernando Torres,Barcelona,Defensa,21,14,6,6,147849860
2707,Luis Flores,Milan,Defensa,33,31,0,7,19426884
2708,Javier Lopez,Manchester City,Defensa,20,35,4,10,8894450
2709,Miguel Diaz,Chelsea,Portero,37,17,0,0,30422117
2710,Javier Lopez,Liverpool,Portero,20,9,0,1,154809433
2711,Javier Diaz,Manchester City,Portero,35,36,0,1,29383831
2712,Fernando Diaz,Real Madrid,Mediocampista,31,21,13,3,174217557
2713,Carlos Ramirez,Real Madrid,Mediocampista,40,24,12,9,183170301
2714,Carlos Silva,Milan,Defensa,19,9,6,8,19219740
2715,Diego Perez,Milan,Portero,32,24,0,2,179825554
2716,Juan Torres,Real Madrid,Mediocampista,39,28,4,5,115621759
2717,Carlos Torres,Bayern Munich,Mediocampista,26,23,5,21,86643149
2718,Carlos Ruiz,Milan,Defensa,20,25,4,3,172034322
2719,Luis Diaz,Arsenal,Defensa,40,17,3,3,9050150
2720,Ricardo Flores,Arsenal,Portero,35,31,0,1,144521085
2721,Javier Perez,Arsenal,Portero,26,6,0,1,157131186
2722,Miguel Ramirez,Arsenal,Defensa,25,33,3,9,128985267
2723,Miguel Ruiz,Manchester City,Portero,20,19,0,1,43164357
2724,Diego Flores,Arsenal,Mediocampista,37,27,10,11,36108499
2725,Ricardo Flores,Liverpool,Delantero,27,25,18,8,115947294
2726,Juan Hernandez,Liverpool,Mediocampista,39,27,2,4,23442136
2727,Javier Hernandez,PSG,Portero,35,35,0,2,199648929
2728,Diego Perez,Milan,Defensa,31,12,2,0,62158385
2729,Ricardo Hernandez,Bayern Munich,Defensa,24,9,0,9,28270113
2730,Ricardo Hernandez,Chelsea,Defensa,28,14,7,1,77893413
2731,Miguel Lopez,Milan,Defensa,26,30,4,5,189285649
2732,Miguel Hernandez,Manchester City,Delantero,32,12,12,4,78286515
2733,Carlos Diaz,PSG,Delantero,24,29,4,3,58394295
2734,Ricardo Hernandez,Milan,Defensa,22,6,7,6,38458297
2735,Ricardo Lopez,Milan,Portero,32,7,0,1,129788367
2736,Javier Torres,Barcelona,Portero,19,31,0,2,100707698
2737,Javier Torres,Barcelona,Defensa,33,18,0,6,32317635
2738,Carlos Diaz,Bayern Munich,Portero,25,25,0,2,76637186
2739,Andres Lopez,Juventus,Portero,31,11,0,2,10806177
2740,Diego Garcia,Chelsea,Mediocampista,38,22,9,15,135288525
2741,Ricardo Hernandez,Liverpool,Defensa,29,12,7,4,167582874
2742,Luis Ramirez,PSG,Delantero,27,29,10,7,133671943
2743,Juan Lopez,Manchester City,Delantero,33,25,12,10,135598347
2744,Eduardo Silva,Barcelona,Mediocampista,19,23,1,18,140496347
2745,Fernando Silva,PSG,Defensa,25,6,3,3,85099755
2746,Carlos Hernandez,Real Madrid,Portero,30,17,0,2,41003165
2747,Javier Lopez,PSG,Mediocampista,29,5,5,6,194148158
2748,Carlos Diaz,Barcelona,Mediocampista,28,11,10,5,4401474
2749,Carlos Perez,Milan,Defensa,18,20,7,0,28273645
2750,Fernando Perez,Juventus,Mediocampista,20,9,2,13,149357022
2751,Fernando Silva,Manchester City,Defensa,25,23,7,1,159611358
2752,Fernando Silva,Juventus,Defensa,31,10,8,10,131827373
2753,Luis Hernandez,Bayern Munich,Portero,31,13,0,1,136434193
2754,Javier Ruiz,Chelsea,Portero,37,26,0,1,38090041
2755,Fernando Lopez,Arsenal,Delantero,31,35,32,14,58275433
2756,Juan Silva,Liverpool,Delantero,29,19,34,17,104898401
2757,Andres Hernandez,Bayern Munich,Portero,30,10,0,2,50882432
2758,Javier Hernandez,Liverpool,Portero,31,38,0,0,160591427
2759,Carlos Flores,Manchester City,Delantero,18,32,17,11,24898262
2760,Javier Torres,Chelsea,Portero,18,11,0,0,163931680
2761,Fernando Flores,Real Madrid,Portero,33,24,0,0,55354209
2762,Fernando Flores,PSG,Delantero,27,16,29,20,76690946
2763,Diego Torres,Chelsea,Defensa,26,15,4,8,114550462
2764,Miguel Perez,Milan,Defensa,34,27,5,3,133551607
2765,Javier Ramirez,Bayern Munich,Defensa,25,36,6,0,84913048
2766,Carlos Silva,Arsenal,Portero,36,5,0,0,151699681
2767,Ricardo Garcia,Liverpool,Delantero,31,25,40,4,181228903
2768,Diego Ruiz,Chelsea,Portero,34,25,0,0,38974401
2769,Eduardo Hernandez,Chelsea,Portero,38,24,0,3,105764719
2770,Eduardo Diaz,Arsenal,Delantero,31,5,24,3,97641309
2771,Diego Flores,Chelsea,Portero,31,26,0,3,187056896
2772,Juan Diaz,PSG,Defensa,30,22,2,1,66725693
2773,Ricardo Diaz,Manchester City,Mediocampista,29,30,4,8,73496021
2774,Miguel Garcia,Arsenal,Portero,33,23,0,0,138312120
2775,Andres Flores,Real Madrid,Portero,23,21,0,2,124842101
2776,Andres Flores,Real Madrid,Mediocampista,23,29,1,12,96126276
2777,Andres Silva,Milan,Delantero,36,14,36,18,195118959
2778,Diego Ramirez,Chelsea,Portero,30,12,0,2,152665725
2779,Eduardo Perez,Arsenal,Delantero,25,35,30,12,6699729
2780,Ricardo Garcia,Bayern Munich,Portero,25,5,0,1,141448830
2781,Eduardo Diaz,Real Madrid,Mediocampista,24,36,13,15,156672086
2782,Andres Ruiz,Barcelona,Portero,40,35,0,1,124480067
2783,Juan Perez,PSG,Portero,34,20,0,2,38136494
2784,Miguel Diaz,Manchester City,Defensa,38,33,2,9,46219067
2785,Carlos Perez,Chelsea,Defensa,38,13,0,7,123533805
2786,Fernando Flores,Bayern Munich,Delantero,26,29,39,2,51157601
2787,Diego Ruiz,Juventus,Delantero,18,24,8,15,54520275
2788,Luis Lopez,PSG,Portero,33,19,0,3,155310821
2789,Diego Garcia,Barcelona,Delantero,23,35,2,7,112792844
2790,Ricardo Lopez,Barcelona,Portero,31,26,0,1,35934781
2791,Ricardo Diaz,Barcelona,Mediocampista,26,28,4,8,97520676
2792,Luis Torres,Real Madrid,Defensa,35,18,3,6,7606100
2793,Javier Ramirez,Manchester City,Mediocampista,21,15,5,2,128181741
2794,Miguel Torres,Liverpool,Defensa,40,38,3,6,121148619
2795,Javier Lopez,Manchester City,Portero,40,15,0,0,22901621
2796,Luis Flores,PSG,Portero,34,10,0,1,180865320
2797,Diego Lopez,Juventus,Mediocampista,29,8,14,10,19715552
2798,Juan Torres,Arsenal,Defensa,28,9,5,10,80672280
2799,Carlos Ramirez,Manchester City,Delantero,38,37,25,14,104793299
2800,Luis Perez,Juventus,Mediocampista,30,35,3,19,108257973
2801,Diego Torres,Juventus,Delantero,35,8,33,4,192159800
2802,Diego Hernandez,Bayern Munich,Portero,28,5,0,3,184692311
2803,Carlos Garcia,Milan,Mediocampista,38,9,2,14,140569630
2804,Luis Diaz,Barcelona,Mediocampista,33,36,13,7,89225175
2805,Carlos Diaz,Bayern Munich,Mediocampista,37,32,11,2,126101856
2806,Juan Hernandez,Chelsea,Mediocampista,40,33,14,21,196538795
2807,Miguel Hernandez,Chelsea,Portero,40,18,0,3,74886378
2808,Ricardo Ruiz,Juventus,Mediocampista,22,24,11,17,44523132
2809,Juan Silva,Manchester City,Mediocampista,21,31,10,20,137875501
2810,Ricardo Ruiz,Arsenal,Defensa,19,35,7,1,24682119
2811,Carlos Torres,PSG,Defensa,29,6,1,2,71105474
2812,Juan Diaz,Chelsea,Defensa,25,29,1,2,138066788
2813,Javier Garcia,Real Madrid,Mediocampista,27,20,6,16,103717516
2814,Eduardo Silva,PSG,Portero,24,32,0,3,167304051
2815,Diego Diaz,Bayern Munich,Portero,38,20,0,2,39458592
2816,Eduardo Ramirez,Arsenal,Portero,23,11,0,0,193544908
2817,Javier Perez,Chelsea,Mediocampista,22,30,4,4,111439386
2818,Juan Flores,Juventus,Defensa,36,38,7,7,116822664
2819,Eduardo Ramirez,Milan,Portero,24,24,0,0,38441768
2820,Ricardo Hernandez,Real Madrid,Portero,24,23,0,1,9144726
2821,Luis Diaz,Bayern Munich,Delantero,38,33,23,6,15681743
2822,Andres Silva,Barcelona,Portero,20,36,0,1,129356215
2823,Eduardo Garcia,Bayern Munich,Defensa,30,38,0,5,66488594
2824,Javier Diaz,Liverpool,Portero,38,38,0,1,171927470
2825,Eduardo Garcia,Chelsea,Portero,30,22,0,3,167605969
2826,Eduardo Perez,Manchester City,Portero,25,32,0,1,128029463
2827,Juan Ramirez,Manchester City,Portero,25,22,0,1,141658602
2828,Fernando Ramirez,Chelsea,Delantero,34,6,9,19,23480523
2829,Ricardo Ramirez,Real Madrid,Delantero,34,35,9,19,107855273
2830,Andres Ruiz,Chelsea,Delantero,20,8,28,0,166164986
2831,Ricardo Hernandez,Barcelona,Portero,29,35,0,0,177895015
2832,Andres Garcia,Liverpool,Delantero,30,28,34,16,122065317
2833,Diego Lopez,Arsenal,Defensa,25,18,3,3,11356916
2834,Fernando Diaz,Manchester City,Portero,35,23,0,1,12177667
2835,Andres Hernandez,Chelsea,Portero,33,38,0,0,81286619
2836,Juan Garcia,Bayern Munich,Defensa,29,16,6,10,53514123
2837,Diego Flores,Bayern Munich,Portero,34,16,0,0,197825092
2838,Javier Garcia,Barcelona,Delantero,39,31,23,10,66723598
2839,Ricardo Lopez,Arsenal,Mediocampista,40,12,4,19,91319239
2840,Fernando Flores,Liverpool,Defensa,33,17,6,2,45065960
